invoice_date,invoice_no,fy,month_no,account_code,account_name,city,salesman_code,salesman_name,sku,product_name,pack_size,cartons,litres,rate_per_carton,sales_amount
2022-11-14,GA/2022-23/00502,FY2022-23,11,ACC-083,Maa Goel & Sons,Miranpur,SM04,Pankaj Verma,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8245,8245
2022-11-14,GA/2022-23/00503,FY2022-23,11,ACC-118,Laxmi Rana & Sons,Budhana,SM02,Sunil Tyagi,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8245,8245
2022-11-14,GA/2022-23/00504,FY2022-23,11,ACC-119,Solanki Dairy,Deoband,SM05,Deepak Rana,MSG-500-30,Madhusudan Ghee 500 ml,500 ml,1,15,8395,8395
2022-11-15,GA/2022-23/00505,FY2022-23,11,ACC-002,New Dubey Marketing,Kairana,SM05,Deepak Rana,MSG-1L-15,Madhusudan Ghee 1 L,1 L,3,45,8245,24735
2022-11-15,GA/2022-23/00506,FY2022-23,11,ACC-130,Maa Nagpal & Company,Deoband,SM05,Deepak Rana,MSG-200-75,Madhusudan Ghee 200 ml,200 ml,1,15,8550,8550
2022-11-16,GA/2022-23/00507,FY2022-23,11,ACC-009,Krishna Srivastava Agencies,Kairana,SM05,Deepak Rana,MSG-1L-15,Madhusudan Ghee 1 L,1 L,2,30,8245,16490
2022-11-16,GA/2022-23/00508,FY2022-23,11,ACC-013,Krishna Sachdeva Enterprises,Khatauli,SM02,Sunil Tyagi,MSG-1L-15,Madhusudan Ghee 1 L,1 L,2,30,8245,16490
2022-11-16,GA/2022-23/00509,FY2022-23,11,ACC-016,Ganesh Bhardwaj Trading Co.,Budhana,SM02,Sunil Tyagi,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8245,8245
2022-11-16,GA/2022-23/00510,FY2022-23,11,ACC-084,Ganesh Saxena Distributors,Budhana,SM02,Sunil Tyagi,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8245,8245
2022-11-16,GA/2022-23/00511,FY2022-23,11,ACC-100,New Tandon Super Market,Khatauli,SM02,Sunil Tyagi,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8245,8245
2022-11-17,GA/2022-23/00512,FY2022-23,11,ACC-114,Sirohi Marketing,Muzaffarnagar,SM01,Rakesh Kumar,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8245,8245
2022-11-18,GA/2022-23/00513,FY2022-23,11,ACC-006,Ganesh Jindal Dairy,Kairana,SM05,Deepak Rana,MSG-1L-15,Madhusudan Ghee 1 L,1 L,2,30,8245,16490
2022-11-18,GA/2022-23/00514,FY2022-23,11,ACC-079,Maa Khurana Agencies,Muzaffarnagar,SM01,Rakesh Kumar,MSG-200-75,Madhusudan Ghee 200 ml,200 ml,2,30,8550,17100
2022-11-19,GA/2022-23/00515,FY2022-23,11,ACC-033,Balaji Singhal Stores,Deoband,SM05,Deepak Rana,MSG-200-75,Madhusudan Ghee 200 ml,200 ml,2,30,8550,17100
2022-11-19,GA/2022-23/00516,FY2022-23,11,ACC-038,Krishna Saxena Provisions,Miranpur,SM04,Pankaj Verma,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8245,8245
2022-11-21,GA/2022-23/00517,FY2022-23,11,ACC-003,Krishna Khurana Provisions,Budhana,SM02,Sunil Tyagi,MSG-500-30,Madhusudan Ghee 500 ml,500 ml,3,45,8395,25185
2022-11-21,GA/2022-23/00518,FY2022-23,11,ACC-005,Malhotra Dairy,Kairana,SM05,Deepak Rana,MSG-1L-15,Madhusudan Ghee 1 L,1 L,2,30,8245,16490
2022-11-21,GA/2022-23/00518,FY2022-23,11,ACC-005,Malhotra Dairy,Kairana,SM05,Deepak Rana,MSG-500-30,Madhusudan Ghee 500 ml,500 ml,2,30,8395,16790
2022-11-21,GA/2022-23/00519,FY2022-23,11,ACC-011,New Maheshwari Super Market,Kairana,SM05,Deepak Rana,MSG-200-75,Madhusudan Ghee 200 ml,200 ml,1,15,8550,8550
2022-11-21,GA/2022-23/00520,FY2022-23,11,ACC-015,Wadhwa Super Market,Muzaffarnagar,SM01,Rakesh Kumar,MSG-200-75,Madhusudan Ghee 200 ml,200 ml,1,15,8550,8550
2022-11-21,GA/2022-23/00521,FY2022-23,11,ACC-025,Om Chaudhary Agencies,Budhana,SM02,Sunil Tyagi,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8245,8245
2022-11-21,GA/2022-23/00522,FY2022-23,11,ACC-108,New Ahuja Distributors,Deoband,SM05,Deepak Rana,MSG-200-75,Madhusudan Ghee 200 ml,200 ml,1,15,8550,8550
2022-11-22,GA/2022-23/00523,FY2022-23,11,ACC-063,Ganesh Kapoor Trading Co.,Charthawal,SM03,Amit Saini,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8245,8245
2022-11-22,GA/2022-23/00524,FY2022-23,11,ACC-102,Shree Solanki Distributors,Kairana,SM05,Deepak Rana,MSG-200-75,Madhusudan Ghee 200 ml,200 ml,1,15,8550,8550
2022-11-23,GA/2022-23/00525,FY2022-23,11,ACC-022,Tandon & Company,Kairana,SM05,Deepak Rana,MSG-200-75,Madhusudan Ghee 200 ml,200 ml,1,15,8550,8550
2022-11-23,GA/2022-23/00526,FY2022-23,11,ACC-065,Jai Garg Enterprises,Shamli,SM01,Rakesh Kumar,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8245,8245
2022-11-23,GA/2022-23/00526,FY2022-23,11,ACC-065,Jai Garg Enterprises,Shamli,SM01,Rakesh Kumar,MSG-500-30,Madhusudan Ghee 500 ml,500 ml,1,15,8395,8395
2022-11-23,GA/2022-23/00527,FY2022-23,11,ACC-085,Laxmi Sirohi Marketing,Jansath,SM03,Amit Saini,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8245,8245
2022-11-23,GA/2022-23/00528,FY2022-23,11,ACC-091,Krishna Chaudhary Agencies,Kairana,SM05,Deepak Rana,MSG-200-75,Madhusudan Ghee 200 ml,200 ml,1,15,8550,8550
2022-11-24,GA/2022-23/00529,FY2022-23,11,ACC-008,Shree Maheshwari Enterprises,Shamli,SM01,Rakesh Kumar,MSG-500-30,Madhusudan Ghee 500 ml,500 ml,4,60,8395,33580
2022-11-25,GA/2022-23/00530,FY2022-23,11,ACC-021,Shri Tandon Stores,Muzaffarnagar,SM01,Rakesh Kumar,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8245,8245
2022-11-25,GA/2022-23/00531,FY2022-23,11,ACC-027,Shree Gupta & Sons,Miranpur,SM04,Pankaj Verma,MSG-500-30,Madhusudan Ghee 500 ml,500 ml,1,15,8395,8395
2022-11-25,GA/2022-23/00532,FY2022-23,11,ACC-029,Balaji Rana Agencies,Khatauli,SM02,Sunil Tyagi,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8245,8245
2022-11-25,GA/2022-23/00533,FY2022-23,11,ACC-054,Jai Goyal General Store,Miranpur,SM04,Pankaj Verma,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8245,8245
2022-11-25,GA/2022-23/00534,FY2022-23,11,ACC-107,Ganesh Sachdeva Provisions,Charthawal,SM03,Amit Saini,MSG-500-30,Madhusudan Ghee 500 ml,500 ml,1,15,8395,8395
2022-11-25,GA/2022-23/00535,FY2022-23,11,ACC-127,Ganesh Mishra Marketing,Charthawal,SM03,Amit Saini,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8245,8245
2022-11-26,GA/2022-23/00536,FY2022-23,11,ACC-026,Krishna Goel Marketing,Shamli,SM01,Rakesh Kumar,MSG-500-30,Madhusudan Ghee 500 ml,500 ml,1,15,8395,8395
2022-11-28,GA/2022-23/00537,FY2022-23,11,ACC-012,Bhardwaj Dairy,Charthawal,SM03,Amit Saini,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8245,8245
2022-11-28,GA/2022-23/00537,FY2022-23,11,ACC-012,Bhardwaj Dairy,Charthawal,SM03,Amit Saini,MSG-500-30,Madhusudan Ghee 500 ml,500 ml,1,15,8395,8395
2022-11-28,GA/2022-23/00538,FY2022-23,11,ACC-023,Agarwal Distributors,Jansath,SM03,Amit Saini,MSG-500-30,Madhusudan Ghee 500 ml,500 ml,1,15,8395,8395
2022-11-28,GA/2022-23/00539,FY2022-23,11,ACC-031,Laxmi Sirohi Super Market,Charthawal,SM03,Amit Saini,MSG-1L-15,Madhusudan Ghee 1 L,1 L,3,45,8245,24735
2022-11-28,GA/2022-23/00540,FY2022-23,11,ACC-074,Jai Bajaj Stores,Khatauli,SM02,Sunil Tyagi,MSG-200-75,Madhusudan Ghee 200 ml,200 ml,1,15,8550,8550
2022-11-28,GA/2022-23/00541,FY2022-23,11,ACC-128,Shree Saxena General Store,Deoband,SM05,Deepak Rana,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8245,8245
2022-11-29,GA/2022-23/00542,FY2022-23,11,ACC-087,Khurana & Sons,Khatauli,SM02,Sunil Tyagi,MSG-500-30,Madhusudan Ghee 500 ml,500 ml,1,15,8395,8395
2022-11-29,GA/2022-23/00543,FY2022-23,11,ACC-112,Om Goyal Kirana Store,Muzaffarnagar,SM01,Rakesh Kumar,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8245,8245
2022-11-30,GA/2022-23/00544,FY2022-23,11,ACC-028,Srivastava Distributors,Jansath,SM03,Amit Saini,MSG-200-75,Madhusudan Ghee 200 ml,200 ml,1,15,8550,8550
2022-11-30,GA/2022-23/00545,FY2022-23,11,ACC-097,New Mishra Distributors,Deoband,SM05,Deepak Rana,MSG-500-30,Madhusudan Ghee 500 ml,500 ml,1,15,8395,8395
2022-12-01,GA/2022-23/00546,FY2022-23,12,ACC-051,Laxmi Sachdeva Traders,Jansath,SM03,Amit Saini,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8245,8245
2022-12-02,GA/2022-23/00547,FY2022-23,12,ACC-028,Srivastava Distributors,Jansath,SM03,Amit Saini,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8245,8245
2022-12-02,GA/2022-23/00548,FY2022-23,12,ACC-042,Maa Sachdeva Agencies,Charthawal,SM03,Amit Saini,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8245,8245
2022-12-02,GA/2022-23/00549,FY2022-23,12,ACC-068,Ganesh Saxena General Store,Shamli,SM01,Rakesh Kumar,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8245,8245
2022-12-02,GA/2022-23/00550,FY2022-23,12,ACC-100,New Tandon Super Market,Khatauli,SM02,Sunil Tyagi,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8245,8245
2022-12-03,GA/2022-23/00551,FY2022-23,12,ACC-027,Shree Gupta & Sons,Miranpur,SM04,Pankaj Verma,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8245,8245
2022-12-03,GA/2022-23/00552,FY2022-23,12,ACC-062,Dubey General Store,Khatauli,SM02,Sunil Tyagi,MSG-1L-15,Madhusudan Ghee 1 L,1 L,2,30,8245,16490
2022-12-03,GA/2022-23/00553,FY2022-23,12,ACC-114,Sirohi Marketing,Muzaffarnagar,SM01,Rakesh Kumar,MSG-200-75,Madhusudan Ghee 200 ml,200 ml,1,15,8550,8550
2022-12-05,GA/2022-23/00554,FY2022-23,12,ACC-019,Mishra Agencies,Muzaffarnagar,SM01,Rakesh Kumar,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8245,8245
2022-12-05,GA/2022-23/00555,FY2022-23,12,ACC-021,Shri Tandon Stores,Muzaffarnagar,SM01,Rakesh Kumar,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8245,8245
2022-12-05,GA/2022-23/00556,FY2022-23,12,ACC-056,Bajaj Provisions,Deoband,SM05,Deepak Rana,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8245,8245
2022-12-05,GA/2022-23/00557,FY2022-23,12,ACC-061,Jai Srivastava General Store,Muzaffarnagar,SM01,Rakesh Kumar,MSG-200-75,Madhusudan Ghee 200 ml,200 ml,1,15,8550,8550
2022-12-06,GA/2022-23/00558,FY2022-23,12,ACC-013,Krishna Sachdeva Enterprises,Khatauli,SM02,Sunil Tyagi,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8245,8245
2022-12-06,GA/2022-23/00558,FY2022-23,12,ACC-013,Krishna Sachdeva Enterprises,Khatauli,SM02,Sunil Tyagi,MSG-500-30,Madhusudan Ghee 500 ml,500 ml,1,15,8395,8395
2022-12-06,GA/2022-23/00559,FY2022-23,12,ACC-015,Wadhwa Super Market,Muzaffarnagar,SM01,Rakesh Kumar,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8245,8245
2022-12-06,GA/2022-23/00560,FY2022-23,12,ACC-050,Jai Sachdeva & Company,Budhana,SM02,Sunil Tyagi,MSG-500-30,Madhusudan Ghee 500 ml,500 ml,1,15,8395,8395
2022-12-06,GA/2022-23/00561,FY2022-23,12,ACC-058,Balaji Tandon & Company,Miranpur,SM04,Pankaj Verma,MSG-200-75,Madhusudan Ghee 200 ml,200 ml,1,15,8550,8550
2022-12-06,GA/2022-23/00562,FY2022-23,12,ACC-101,Shri Ahuja Enterprises,Miranpur,SM04,Pankaj Verma,MSG-200-75,Madhusudan Ghee 200 ml,200 ml,1,15,8550,8550
2022-12-07,GA/2022-23/00563,FY2022-23,12,ACC-007,Om Pandey Distributors,Purqazi,SM04,Pankaj Verma,MSG-1L-15,Madhusudan Ghee 1 L,1 L,3,45,8245,24735
2022-12-07,GA/2022-23/00564,FY2022-23,12,ACC-020,Krishna Bhardwaj Trading Co.,Khatauli,SM02,Sunil Tyagi,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8245,8245
2022-12-08,GA/2022-23/00565,FY2022-23,12,ACC-031,Laxmi Sirohi Super Market,Charthawal,SM03,Amit Saini,MSG-500-30,Madhusudan Ghee 500 ml,500 ml,2,30,8395,16790
2022-12-08,GA/2022-23/00566,FY2022-23,12,ACC-103,Wadhwa Enterprises,Budhana,SM02,Sunil Tyagi,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8245,8245
2022-12-09,GA/2022-23/00567,FY2022-23,12,ACC-047,Khurana Distributors,Jansath,SM03,Amit Saini,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8245,8245
2022-12-09,GA/2022-23/00568,FY2022-23,12,ACC-135,Agarwal Traders,Khatauli,SM02,Sunil Tyagi,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8245,8245
2022-12-10,GA/2022-23/00569,FY2022-23,12,ACC-001,Om Dubey Super Market,Muzaffarnagar,SM01,Rakesh Kumar,MSG-1L-15,Madhusudan Ghee 1 L,1 L,2,30,8245,16490
2022-12-10,GA/2022-23/00570,FY2022-23,12,ACC-018,Krishna Sharma Enterprises,Kairana,SM05,Deepak Rana,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8245,8245
2022-12-12,GA/2022-23/00571,FY2022-23,12,ACC-003,Krishna Khurana Provisions,Budhana,SM02,Sunil Tyagi,MSG-500-30,Madhusudan Ghee 500 ml,500 ml,3,45,8395,25185
2022-12-12,GA/2022-23/00572,FY2022-23,12,ACC-004,Jai Solanki Traders,Deoband,SM05,Deepak Rana,MSG-1L-15,Madhusudan Ghee 1 L,1 L,2,30,8245,16490
2022-12-12,GA/2022-23/00573,FY2022-23,12,ACC-083,Maa Goel & Sons,Miranpur,SM04,Pankaj Verma,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8245,8245
2022-12-12,GA/2022-23/00574,FY2022-23,12,ACC-091,Krishna Chaudhary Agencies,Kairana,SM05,Deepak Rana,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8245,8245
2022-12-12,GA/2022-23/00574,FY2022-23,12,ACC-091,Krishna Chaudhary Agencies,Kairana,SM05,Deepak Rana,MSG-200-75,Madhusudan Ghee 200 ml,200 ml,1,15,8550,8550
2022-12-12,GA/2022-23/00575,FY2022-23,12,ACC-142,Om Srivastava & Company,Kairana,SM05,Deepak Rana,MSG-200-75,Madhusudan Ghee 200 ml,200 ml,1,15,8550,8550
2022-12-13,GA/2022-23/00576,FY2022-23,12,ACC-079,Maa Khurana Agencies,Muzaffarnagar,SM01,Rakesh Kumar,MSG-500-30,Madhusudan Ghee 500 ml,500 ml,1,15,8395,8395
2022-12-14,GA/2022-23/00577,FY2022-23,12,ACC-049,Goyal General Store,Muzaffarnagar,SM01,Rakesh Kumar,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8245,8245
2022-12-14,GA/2022-23/00577,FY2022-23,12,ACC-049,Goyal General Store,Muzaffarnagar,SM01,Rakesh Kumar,MSG-500-30,Madhusudan Ghee 500 ml,500 ml,1,15,8395,8395
2022-12-14,GA/2022-23/00578,FY2022-23,12,ACC-102,Shree Solanki Distributors,Kairana,SM05,Deepak Rana,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8245,8245
2022-12-14,GA/2022-23/00579,FY2022-23,12,ACC-108,New Ahuja Distributors,Deoband,SM05,Deepak Rana,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8245,8245
2022-12-14,GA/2022-23/00579,FY2022-23,12,ACC-108,New Ahuja Distributors,Deoband,SM05,Deepak Rana,MSG-500-30,Madhusudan Ghee 500 ml,500 ml,1,15,8395,8395
2022-12-14,GA/2022-23/00580,FY2022-23,12,ACC-118,Laxmi Rana & Sons,Budhana,SM02,Sunil Tyagi,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8245,8245
2022-12-16,GA/2022-23/00581,FY2022-23,12,ACC-121,New Yadav Trading Co.,Miranpur,SM04,Pankaj Verma,MSG-500-30,Madhusudan Ghee 500 ml,500 ml,1,15,8395,8395
2022-12-16,GA/2022-23/00582,FY2022-23,12,ACC-125,Balaji Tandon Provisions,Khatauli,SM02,Sunil Tyagi,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8245,8245
2022-12-17,GA/2022-23/00583,FY2022-23,12,ACC-115,Sethi Super Market,Budhana,SM02,Sunil Tyagi,MSG-500-30,Madhusudan Ghee 500 ml,500 ml,2,30,8395,16790
2022-12-19,GA/2022-23/00584,FY2022-23,12,ACC-022,Tandon & Company,Kairana,SM05,Deepak Rana,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8245,8245
2022-12-19,GA/2022-23/00585,FY2022-23,12,ACC-029,Balaji Rana Agencies,Khatauli,SM02,Sunil Tyagi,MSG-500-30,Madhusudan Ghee 500 ml,500 ml,1,15,8395,8395
2022-12-19,GA/2022-23/00586,FY2022-23,12,ACC-032,Goyal Super Market,Deoband,SM05,Deepak Rana,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8245,8245
2022-12-19,GA/2022-23/00586,FY2022-23,12,ACC-032,Goyal Super Market,Deoband,SM05,Deepak Rana,MSG-500-30,Madhusudan Ghee 500 ml,500 ml,1,15,8395,8395
2022-12-19,GA/2022-23/00587,FY2022-23,12,ACC-048,Maa Sharma Marketing,Budhana,SM02,Sunil Tyagi,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8245,8245
2022-12-19,GA/2022-23/00588,FY2022-23,12,ACC-059,Balaji Garg Agencies,Purqazi,SM04,Pankaj Verma,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8245,8245
2022-12-19,GA/2022-23/00589,FY2022-23,12,ACC-063,Ganesh Kapoor Trading Co.,Charthawal,SM03,Amit Saini,MSG-200-75,Madhusudan Ghee 200 ml,200 ml,1,15,8550,8550
2022-12-19,GA/2022-23/00589,FY2022-23,12,ACC-063,Ganesh Kapoor Trading Co.,Charthawal,SM03,Amit Saini,MSG-500-30,Madhusudan Ghee 500 ml,500 ml,1,15,8395,8395
2022-12-19,GA/2022-23/00590,FY2022-23,12,ACC-081,Jai Kapoor Super Market,Charthawal,SM03,Amit Saini,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8245,8245
2022-12-19,GA/2022-23/00591,FY2022-23,12,ACC-110,Laxmi Kansal & Sons,Kairana,SM05,Deepak Rana,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8245,8245
2022-12-19,GA/2022-23/00592,FY2022-23,12,ACC-127,Ganesh Mishra Marketing,Charthawal,SM03,Amit Saini,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8245,8245
2022-12-20,GA/2022-23/00593,FY2022-23,12,ACC-001,Om Dubey Super Market,Muzaffarnagar,SM01,Rakesh Kumar,MSG-500-30,Madhusudan Ghee 500 ml,500 ml,2,30,8395,16790
2022-12-20,GA/2022-23/00594,FY2022-23,12,ACC-004,Jai Solanki Traders,Deoband,SM05,Deepak Rana,MSG-200-75,Madhusudan Ghee 200 ml,200 ml,4,60,8550,34200
2022-12-20,GA/2022-23/00595,FY2022-23,12,ACC-009,Krishna Srivastava Agencies,Kairana,SM05,Deepak Rana,MSG-200-75,Madhusudan Ghee 200 ml,200 ml,1,15,8550,8550
2022-12-20,GA/2022-23/00595,FY2022-23,12,ACC-009,Krishna Srivastava Agencies,Kairana,SM05,Deepak Rana,MSG-500-30,Madhusudan Ghee 500 ml,500 ml,1,15,8395,8395
2022-12-20,GA/2022-23/00596,FY2022-23,12,ACC-012,Bhardwaj Dairy,Charthawal,SM03,Amit Saini,MSG-200-75,Madhusudan Ghee 200 ml,200 ml,1,15,8550,8550
2022-12-20,GA/2022-23/00597,FY2022-23,12,ACC-023,Agarwal Distributors,Jansath,SM03,Amit Saini,MSG-500-30,Madhusudan Ghee 500 ml,500 ml,1,15,8395,8395
2022-12-20,GA/2022-23/00598,FY2022-23,12,ACC-038,Krishna Saxena Provisions,Miranpur,SM04,Pankaj Verma,MSG-500-30,Madhusudan Ghee 500 ml,500 ml,1,15,8395,8395
2022-12-20,GA/2022-23/00599,FY2022-23,12,ACC-040,New Mishra Trading Co.,Shamli,SM01,Rakesh Kumar,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8245,8245
2022-12-20,GA/2022-23/00600,FY2022-23,12,ACC-041,Chopra Traders,Purqazi,SM04,Pankaj Verma,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8245,8245
2022-12-20,GA/2022-23/00601,FY2022-23,12,ACC-054,Jai Goyal General Store,Miranpur,SM04,Pankaj Verma,MSG-500-30,Madhusudan Ghee 500 ml,500 ml,1,15,8395,8395
2022-12-21,GA/2022-23/00602,FY2022-23,12,ACC-099,Balaji Garg Distributors,Khatauli,SM02,Sunil Tyagi,MSG-200-75,Madhusudan Ghee 200 ml,200 ml,1,15,8550,8550
2022-12-22,GA/2022-23/00603,FY2022-23,12,ACC-005,Malhotra Dairy,Kairana,SM05,Deepak Rana,MSG-1L-15,Madhusudan Ghee 1 L,1 L,5,75,8245,41225
2022-12-22,GA/2022-23/00604,FY2022-23,12,ACC-010,Shree Mishra Provisions,Muzaffarnagar,SM01,Rakesh Kumar,MSG-200-75,Madhusudan Ghee 200 ml,200 ml,2,30,8550,17100
2022-12-24,GA/2022-23/00605,FY2022-23,12,ACC-080,Malhotra Enterprises,Kairana,SM05,Deepak Rana,MSG-500-30,Madhusudan Ghee 500 ml,500 ml,2,30,8395,16790
2022-12-24,GA/2022-23/00606,FY2022-23,12,ACC-120,Ganesh Kansal Provisions,Muzaffarnagar,SM01,Rakesh Kumar,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8245,8245
2022-12-26,GA/2022-23/00607,FY2022-23,12,ACC-008,Shree Maheshwari Enterprises,Shamli,SM01,Rakesh Kumar,MSG-1L-15,Madhusudan Ghee 1 L,1 L,2,30,8245,16490
2022-12-26,GA/2022-23/00608,FY2022-23,12,ACC-138,Ganesh Gupta Trading Co.,Muzaffarnagar,SM01,Rakesh Kumar,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8245,8245
2022-12-27,GA/2022-23/00609,FY2022-23,12,ACC-016,Ganesh Bhardwaj Trading Co.,Budhana,SM02,Sunil Tyagi,MSG-200-75,Madhusudan Ghee 200 ml,200 ml,1,15,8550,8550
2022-12-27,GA/2022-23/00610,FY2022-23,12,ACC-039,New Chopra Dairy,Deoband,SM05,Deepak Rana,MSG-200-75,Madhusudan Ghee 200 ml,200 ml,1,15,8550,8550
2022-12-27,GA/2022-23/00611,FY2022-23,12,ACC-066,Dhingra Marketing,Muzaffarnagar,SM01,Rakesh Kumar,MSG-1L-15,Madhusudan Ghee 1 L,1 L,2,30,8245,16490
2022-12-28,GA/2022-23/00612,FY2022-23,12,ACC-109,Laxmi Goel Traders,Purqazi,SM04,Pankaj Verma,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8245,8245
2022-12-29,GA/2022-23/00613,FY2022-23,12,ACC-006,Ganesh Jindal Dairy,Kairana,SM05,Deepak Rana,MSG-500-30,Madhusudan Ghee 500 ml,500 ml,3,45,8395,25185
2022-12-29,GA/2022-23/00614,FY2022-23,12,ACC-036,Shree Saini Enterprises,Budhana,SM02,Sunil Tyagi,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8245,8245
2022-12-29,GA/2022-23/00615,FY2022-23,12,ACC-116,Shree Singla & Company,Miranpur,SM04,Pankaj Verma,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8245,8245
2022-12-30,GA/2022-23/00616,FY2022-23,12,ACC-011,New Maheshwari Super Market,Kairana,SM05,Deepak Rana,MSG-500-30,Madhusudan Ghee 500 ml,500 ml,1,15,8395,8395
2022-12-30,GA/2022-23/00617,FY2022-23,12,ACC-033,Balaji Singhal Stores,Deoband,SM05,Deepak Rana,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8245,8245
2022-12-30,GA/2022-23/00617,FY2022-23,12,ACC-033,Balaji Singhal Stores,Deoband,SM05,Deepak Rana,MSG-500-30,Madhusudan Ghee 500 ml,500 ml,1,15,8395,8395
2022-12-31,GA/2022-23/00618,FY2022-23,12,ACC-129,Maheshwari & Sons,Miranpur,SM04,Pankaj Verma,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8245,8245
2023-01-02,GA/2022-23/00619,FY2022-23,1,ACC-008,Shree Maheshwari Enterprises,Shamli,SM01,Rakesh Kumar,MSG-500-30,Madhusudan Ghee 500 ml,500 ml,2,30,8395,16790
2023-01-02,GA/2022-23/00620,FY2022-23,1,ACC-075,Krishna Bhardwaj Super Market,Charthawal,SM03,Amit Saini,MSG-200-75,Madhusudan Ghee 200 ml,200 ml,2,30,8550,17100
2023-01-02,GA/2022-23/00621,FY2022-23,1,ACC-083,Maa Goel & Sons,Miranpur,SM04,Pankaj Verma,MSG-500-30,Madhusudan Ghee 500 ml,500 ml,1,15,8395,8395
2023-01-03,GA/2022-23/00622,FY2022-23,1,ACC-032,Goyal Super Market,Deoband,SM05,Deepak Rana,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8245,8245
2023-01-03,GA/2022-23/00623,FY2022-23,1,ACC-085,Laxmi Sirohi Marketing,Jansath,SM03,Amit Saini,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8245,8245
2023-01-03,GA/2022-23/00624,FY2022-23,1,ACC-123,Ganesh Goel Distributors,Miranpur,SM04,Pankaj Verma,MSG-1L-15,Madhusudan Ghee 1 L,1 L,1,15,8245,8245
2023-01-04,GA/2022-23/00625,FY2022-23,1,ACC-028,Srivastava Distributors,Jansath,SM03,Amit Saini,MSG-500-30,Madhusudan Ghee 500 ml,500 ml,1,15,8395,8395
