invoice_date,invoice_no,account_code,sku,cartons,litres,rate_per_carton,sales_amount
2022-08-24,GA/2022-23/00295,ACC-049,MSG-200-75,1,15,8450,8450
2022-08-25,GA/2022-23/00296,ACC-013,MSG-1L-15,1,15,8150,8150
2022-08-25,GA/2022-23/00297,ACC-044,MSG-200-75,1,15,8450,8450
2022-08-25,GA/2022-23/00298,ACC-054,MSG-500-30,3,45,8300,24900
2022-08-25,GA/2022-23/00299,ACC-087,MSG-1L-15,1,15,8150,8150
2022-08-26,GA/2022-23/00300,ACC-002,MSG-500-30,3,45,8300,24900
2022-08-26,GA/2022-23/00301,ACC-015,MSG-500-30,2,30,8300,16600
2022-08-26,GA/2022-23/00302,ACC-021,MSG-1L-15,1,15,8150,8150
2022-08-26,GA/2022-23/00303,ACC-075,MSG-500-30,1,15,8300,8300
2022-08-26,GA/2022-23/00304,ACC-117,MSG-500-30,1,15,8300,8300
2022-08-26,GA/2022-23/00305,ACC-132,MSG-1L-15,1,15,8150,8150
2022-08-27,GA/2022-23/00306,ACC-001,MSG-1L-15,2,30,8150,16300
2022-08-27,GA/2022-23/00306,ACC-001,MSG-200-75,1,15,8450,8450
2022-08-27,GA/2022-23/00307,ACC-033,MSG-500-30,1,15,8300,8300
2022-08-27,GA/2022-23/00308,ACC-036,MSG-1L-15,1,15,8150,8150
2022-08-29,GA/2022-23/00309,ACC-023,MSG-500-30,1,15,8300,8300
2022-08-29,GA/2022-23/00310,ACC-029,MSG-1L-15,1,15,8150,8150
2022-08-29,GA/2022-23/00311,ACC-056,MSG-1L-15,1,15,8150,8150
2022-08-29,GA/2022-23/00312,ACC-062,MSG-500-30,1,15,8300,8300
2022-08-30,GA/2022-23/00313,ACC-066,MSG-1L-15,1,15,8150,8150
2022-08-30,GA/2022-23/00314,ACC-068,MSG-500-30,1,15,8300,8300
2022-09-01,GA/2022-23/00315,ACC-025,MSG-500-30,1,15,8300,8300
2022-09-01,GA/2022-23/00316,ACC-102,MSG-200-75,1,15,8450,8450
2022-09-03,GA/2022-23/00317,ACC-072,MSG-1L-15,1,15,8150,8150
2022-09-03,GA/2022-23/00318,ACC-112,MSG-1L-15,2,30,8150,16300
2022-09-03,GA/2022-23/00319,ACC-130,MSG-1L-15,1,15,8150,8150
2022-09-05,GA/2022-23/00320,ACC-015,MSG-200-75,1,15,8450,8450
2022-09-05,GA/2022-23/00320,ACC-015,MSG-500-30,1,15,8300,8300
2022-09-05,GA/2022-23/00321,ACC-123,MSG-200-75,1,15,8450,8450
2022-09-06,GA/2022-23/00322,ACC-026,MSG-1L-15,1,15,8150,8150
2022-09-06,GA/2022-23/00323,ACC-029,MSG-500-30,1,15,8300,8300
2022-09-07,GA/2022-23/00324,ACC-016,MSG-1L-15,2,30,8150,16300
2022-09-07,GA/2022-23/00325,ACC-084,MSG-200-75,1,15,8450,8450
2022-09-08,GA/2022-23/00326,ACC-021,MSG-1L-15,2,30,8150,16300
2022-09-08,GA/2022-23/00327,ACC-107,MSG-1L-15,2,30,8150,16300
2022-09-08,GA/2022-23/00328,ACC-132,MSG-1L-15,1,15,8150,8150
2022-09-09,GA/2022-23/00329,ACC-001,MSG-500-30,4,60,8300,33200
2022-09-09,GA/2022-23/00330,ACC-032,MSG-1L-15,2,30,8150,16300
2022-09-10,GA/2022-23/00331,ACC-061,MSG-1L-15,1,15,8150,8150
2022-09-12,GA/2022-23/00332,ACC-028,MSG-1L-15,1,15,8150,8150
2022-09-12,GA/2022-23/00333,ACC-088,MSG-500-30,1,15,8300,8300
2022-09-12,GA/2022-23/00334,ACC-103,MSG-500-30,1,15,8300,8300
2022-09-12,GA/2022-23/00335,ACC-125,MSG-500-30,2,30,8300,16600
2022-09-12,GA/2022-23/00336,ACC-133,MSG-1L-15,1,15,8150,8150
2022-09-13,GA/2022-23/00337,ACC-010,MSG-1L-15,2,30,8150,16300
2022-09-13,GA/2022-23/00338,ACC-014,MSG-1L-15,1,15,8150,8150
2022-09-13,GA/2022-23/00338,ACC-014,MSG-500-30,1,15,8300,8300
2022-09-13,GA/2022-23/00339,ACC-020,MSG-1L-15,1,15,8150,8150
2022-09-13,GA/2022-23/00340,ACC-048,MSG-1L-15,1,15,8150,8150
2022-09-14,GA/2022-23/00341,ACC-004,MSG-1L-15,2,30,8150,16300
2022-09-14,GA/2022-23/00342,ACC-013,MSG-1L-15,2,30,8150,16300
2022-09-14,GA/2022-23/00343,ACC-059,MSG-500-30,1,15,8300,8300
2022-09-14,GA/2022-23/00344,ACC-075,MSG-500-30,1,15,8300,8300
2022-09-14,GA/2022-23/00345,ACC-109,MSG-1L-15,1,15,8150,8150
2022-09-15,GA/2022-23/00346,ACC-002,MSG-500-30,3,45,8300,24900
2022-09-15,GA/2022-23/00347,ACC-044,MSG-1L-15,1,15,8150,8150
2022-09-16,GA/2022-23/00348,ACC-093,MSG-200-75,2,30,8450,16900
2022-09-16,GA/2022-23/00349,ACC-105,MSG-1L-15,2,30,8150,16300
2022-09-16,GA/2022-23/00350,ACC-108,MSG-1L-15,1,15,8150,8150
2022-09-17,GA/2022-23/00351,ACC-002,MSG-1L-15,2,30,8150,16300
2022-09-17,GA/2022-23/00352,ACC-022,MSG-1L-15,1,15,8150,8150
2022-09-19,GA/2022-23/00353,ACC-001,MSG-1L-15,3,45,8150,24450
2022-09-19,GA/2022-23/00354,ACC-033,MSG-500-30,1,15,8300,8300
2022-09-19,GA/2022-23/00355,ACC-058,MSG-500-30,1,15,8300,8300
2022-09-19,GA/2022-23/00356,ACC-127,MSG-200-75,2,30,8450,16900
2022-09-20,GA/2022-23/00357,ACC-110,MSG-1L-15,1,15,8150,8150
2022-09-21,GA/2022-23/00358,ACC-041,MSG-1L-15,1,15,8150,8150
2022-09-21,GA/2022-23/00359,ACC-081,MSG-1L-15,1,15,8150,8150
2022-09-22,GA/2022-23/00360,ACC-051,MSG-200-75,1,15,8450,8450
2022-09-22,GA/2022-23/00361,ACC-099,MSG-1L-15,1,15,8150,8150
2022-09-23,GA/2022-23/00362,ACC-045,MSG-1L-15,1,15,8150,8150
2022-09-23,GA/2022-23/00363,ACC-046,MSG-1L-15,1,15,8150,8150
2022-09-24,GA/2022-23/00364,ACC-004,MSG-1L-15,2,30,8150,16300
2022-09-24,GA/2022-23/00365,ACC-005,MSG-1L-15,3,45,8150,24450
2022-09-24,GA/2022-23/00366,ACC-012,MSG-500-30,1,15,8300,8300
2022-09-24,GA/2022-23/00367,ACC-073,MSG-1L-15,1,15,8150,8150
2022-09-26,GA/2022-23/00368,ACC-009,MSG-1L-15,3,45,8150,24450
2022-09-26,GA/2022-23/00369,ACC-068,MSG-1L-15,1,15,8150,8150
2022-09-26,GA/2022-23/00370,ACC-092,MSG-1L-15,1,15,8150,8150
2022-09-26,GA/2022-23/00371,ACC-114,MSG-1L-15,1,15,8150,8150
2022-09-26,GA/2022-23/00372,ACC-120,MSG-500-30,2,30,8300,16600
2022-09-26,GA/2022-23/00373,ACC-141,MSG-1L-15,1,15,8150,8150
2022-09-28,GA/2022-23/00374,ACC-006,MSG-1L-15,3,45,8150,24450
2022-09-28,GA/2022-23/00375,ACC-054,MSG-500-30,1,15,8300,8300
2022-09-29,GA/2022-23/00376,ACC-019,MSG-1L-15,1,15,8150,8150
2022-09-29,GA/2022-23/00377,ACC-036,MSG-200-75,1,15,8450,8450
2022-09-29,GA/2022-23/00378,ACC-040,MSG-200-75,1,15,8450,8450
2022-09-29,GA/2022-23/00379,ACC-117,MSG-1L-15,1,15,8150,8150
2022-09-30,GA/2022-23/00380,ACC-017,MSG-1L-15,1,15,8150,8150
2022-09-30,GA/2022-23/00381,ACC-039,MSG-200-75,1,15,8450,8450
2022-09-30,GA/2022-23/00382,ACC-049,MSG-200-75,1,15,8450,8450
2022-10-01,GA/2022-23/00383,ACC-059,MSG-500-30,1,15,8365,8365
2022-10-01,GA/2022-23/00384,ACC-092,MSG-500-30,2,30,8365,16730
2022-10-04,GA/2022-23/00385,ACC-030,MSG-1L-15,1,15,8215,8215
2022-10-04,GA/2022-23/00386,ACC-106,MSG-200-75,1,15,8520,8520
2022-10-05,GA/2022-23/00387,ACC-045,MSG-500-30,1,15,8365,8365
2022-10-05,GA/2022-23/00388,ACC-047,MSG-200-75,1,15,8520,8520
2022-10-05,GA/2022-23/00389,ACC-068,MSG-200-75,1,15,8520,8520
2022-10-05,GA/2022-23/00390,ACC-100,MSG-500-30,1,15,8365,8365
2022-10-05,GA/2022-23/00391,ACC-103,MSG-200-75,1,15,8520,8520
2022-10-05,GA/2022-23/00391,ACC-103,MSG-500-30,1,15,8365,8365
2022-10-05,GA/2022-23/00392,ACC-128,MSG-500-30,1,15,8365,8365
2022-10-06,GA/2022-23/00393,ACC-102,MSG-500-30,1,15,8365,8365
2022-10-06,GA/2022-23/00394,ACC-119,MSG-1L-15,2,30,8215,16430
2022-10-06,GA/2022-23/00394,ACC-119,MSG-500-30,1,15,8365,8365
2022-10-07,GA/2022-23/00395,ACC-029,MSG-200-75,1,15,8520,8520
2022-10-07,GA/2022-23/00396,ACC-033,MSG-500-30,2,30,8365,16730
2022-10-08,GA/2022-23/00397,ACC-108,MSG-1L-15,1,15,8215,8215
2022-10-10,GA/2022-23/00398,ACC-007,MSG-200-75,3,45,8520,25560
2022-10-10,GA/2022-23/00399,ACC-031,MSG-500-30,2,30,8365,16730
2022-10-10,GA/2022-23/00400,ACC-066,MSG-1L-15,2,30,8215,16430
2022-10-10,GA/2022-23/00401,ACC-097,MSG-1L-15,1,15,8215,8215
2022-10-10,GA/2022-23/00402,ACC-098,MSG-200-75,1,15,8520,8520
2022-10-10,GA/2022-23/00403,ACC-131,MSG-1L-15,1,15,8215,8215
2022-10-11,GA/2022-23/00404,ACC-005,MSG-500-30,3,45,8365,25095
2022-10-11,GA/2022-23/00405,ACC-013,MSG-500-30,2,30,8365,16730
2022-10-11,GA/2022-23/00406,ACC-109,MSG-1L-15,2,30,8215,16430
2022-10-12,GA/2022-23/00407,ACC-011,MSG-1L-15,2,30,8215,16430
2022-10-13,GA/2022-23/00408,ACC-027,MSG-200-75,1,15,8520,8520
2022-10-13,GA/2022-23/00409,ACC-065,MSG-200-75,1,15,8520,8520
2022-10-14,GA/2022-23/00410,ACC-003,MSG-1L-15,2,30,8215,16430
2022-10-14,GA/2022-23/00411,ACC-012,MSG-1L-15,1,15,8215,8215
2022-10-14,GA/2022-23/00411,ACC-012,MSG-500-30,1,15,8365,8365
2022-10-14,GA/2022-23/00412,ACC-041,MSG-1L-15,1,15,8215,8215
2022-10-14,GA/2022-23/00413,ACC-079,MSG-200-75,1,15,8520,8520
2022-10-14,GA/2022-23/00414,ACC-083,MSG-200-75,1,15,8520,8520
2022-10-15,GA/2022-23/00415,ACC-017,MSG-200-75,1,15,8520,8520
2022-10-15,GA/2022-23/00415,ACC-017,MSG-500-30,2,30,8365,16730
2022-10-15,GA/2022-23/00416,ACC-036,MSG-200-75,1,15,8520,8520
2022-10-15,GA/2022-23/00416,ACC-036,MSG-500-30,1,15,8365,8365
2022-10-15,GA/2022-23/00417,ACC-085,MSG-200-75,1,15,8520,8520
2022-10-17,GA/2022-23/00418,ACC-001,MSG-500-30,3,45,8365,25095
2022-10-17,GA/2022-23/00419,ACC-002,MSG-200-75,2,30,8520,17040
2022-10-17,GA/2022-23/00420,ACC-009,MSG-1L-15,1,15,8215,8215
2022-10-17,GA/2022-23/00420,ACC-009,MSG-200-75,1,15,8520,8520
2022-10-17,GA/2022-23/00421,ACC-015,MSG-200-75,1,15,8520,8520
2022-10-17,GA/2022-23/00421,ACC-015,MSG-500-30,1,15,8365,8365
2022-10-17,GA/2022-23/00422,ACC-123,MSG-1L-15,1,15,8215,8215
2022-10-18,GA/2022-23/00423,ACC-063,MSG-1L-15,1,15,8215,8215
2022-10-19,GA/2022-23/00424,ACC-048,MSG-500-30,1,15,8365,8365
2022-10-19,GA/2022-23/00425,ACC-091,MSG-1L-15,1,15,8215,8215
2022-10-19,GA/2022-23/00426,ACC-094,MSG-500-30,1,15,8365,8365
2022-10-20,GA/2022-23/00427,ACC-001,MSG-1L-15,3,45,8215,24645
2022-10-20,GA/2022-23/00428,ACC-004,MSG-200-75,3,45,8520,25560
2022-10-20,GA/2022-23/00429,ACC-044,MSG-500-30,1,15,8365,8365
2022-10-20,GA/2022-23/00430,ACC-062,MSG-1L-15,1,15,8215,8215
2022-10-20,GA/2022-23/00431,ACC-125,MSG-500-30,1,15,8365,8365
2022-10-21,GA/2022-23/00432,ACC-003,MSG-1L-15,1,15,8215,8215
2022-10-21,GA/2022-23/00432,ACC-003,MSG-500-30,1,15,8365,8365
2022-10-21,GA/2022-23/00433,ACC-016,MSG-1L-15,2,30,8215,16430
2022-10-21,GA/2022-23/00434,ACC-135,MSG-200-75,1,15,8520,8520
2022-10-22,GA/2022-23/00435,ACC-032,MSG-1L-15,1,15,8215,8215
2022-10-22,GA/2022-23/00436,ACC-042,MSG-1L-15,1,15,8215,8215
2022-10-24,GA/2022-23/00437,ACC-005,MSG-200-75,3,45,8520,25560
2022-10-24,GA/2022-23/00438,ACC-038,MSG-1L-15,1,15,8215,8215
2022-10-24,GA/2022-23/00439,ACC-049,MSG-1L-15,2,30,8215,16430
2022-10-24,GA/2022-23/00440,ACC-056,MSG-1L-15,1,15,8215,8215
2022-10-24,GA/2022-23/00441,ACC-058,MSG-1L-15,1,15,8215,8215
2022-10-24,GA/2022-23/00442,ACC-132,MSG-1L-15,1,15,8215,8215
2022-10-25,GA/2022-23/00443,ACC-006,MSG-1L-15,2,30,8215,16430
2022-10-25,GA/2022-23/00444,ACC-020,MSG-500-30,1,15,8365,8365
2022-10-25,GA/2022-23/00445,ACC-051,MSG-500-30,1,15,8365,8365
2022-10-25,GA/2022-23/00446,ACC-093,MSG-200-75,3,45,8520,25560
2022-10-25,GA/2022-23/00447,ACC-101,MSG-200-75,1,15,8520,8520
2022-10-25,GA/2022-23/00447,ACC-101,MSG-500-30,1,15,8365,8365
2022-10-25,GA/2022-23/00448,ACC-110,MSG-1L-15,3,45,8215,24645
2022-10-25,GA/2022-23/00449,ACC-134,MSG-1L-15,1,15,8215,8215
2022-10-25,GA/2022-23/00449,ACC-134,MSG-500-30,1,15,8365,8365
2022-10-26,GA/2022-23/00450,ACC-002,MSG-500-30,2,30,8365,16730
2022-10-26,GA/2022-23/00451,ACC-014,MSG-1L-15,1,15,8215,8215
2022-10-26,GA/2022-23/00451,ACC-014,MSG-500-30,1,15,8365,8365
2022-10-26,GA/2022-23/00452,ACC-018,MSG-1L-15,2,30,8215,16430
2022-10-26,GA/2022-23/00453,ACC-022,MSG-200-75,1,15,8520,8520
2022-10-26,GA/2022-23/00454,ACC-050,MSG-1L-15,1,15,8215,8215
2022-10-26,GA/2022-23/00455,ACC-061,MSG-1L-15,1,15,8215,8215
2022-10-27,GA/2022-23/00456,ACC-006,MSG-200-75,3,45,8520,25560
2022-10-27,GA/2022-23/00457,ACC-008,MSG-1L-15,1,15,8215,8215
2022-10-27,GA/2022-23/00457,ACC-008,MSG-500-30,2,30,8365,16730
2022-10-28,GA/2022-23/00458,ACC-021,MSG-200-75,2,30,8520,17040
2022-10-28,GA/2022-23/00458,ACC-021,MSG-500-30,1,15,8365,8365
2022-10-28,GA/2022-23/00459,ACC-028,MSG-500-30,1,15,8365,8365
2022-10-28,GA/2022-23/00460,ACC-136,MSG-1L-15,1,15,8215,8215
2022-10-28,GA/2022-23/00461,ACC-139,MSG-500-30,1,15,8365,8365
2022-10-29,GA/2022-23/00462,ACC-025,MSG-500-30,1,15,8365,8365
2022-10-29,GA/2022-23/00463,ACC-090,MSG-500-30,1,15,8365,8365
2022-10-31,GA/2022-23/00464,ACC-004,MSG-1L-15,3,45,8215,24645
2022-10-31,GA/2022-23/00464,ACC-004,MSG-500-30,2,30,8365,16730
2022-10-31,GA/2022-23/00465,ACC-010,MSG-1L-15,2,30,8215,16430
2022-10-31,GA/2022-23/00466,ACC-075,MSG-1L-15,2,30,8215,16430
2022-10-31,GA/2022-23/00467,ACC-082,MSG-500-30,1,15,8365,8365
2022-10-31,GA/2022-23/00468,ACC-107,MSG-1L-15,1,15,8215,8215
2022-10-31,GA/2022-23/00469,ACC-116,MSG-500-30,1,15,8365,8365
2022-11-01,GA/2022-23/00470,ACC-017,MSG-1L-15,1,15,8245,8245
2022-11-01,GA/2022-23/00471,ACC-036,MSG-1L-15,1,15,8245,8245
2022-11-01,GA/2022-23/00472,ACC-041,MSG-1L-15,1,15,8245,8245
2022-11-02,GA/2022-23/00473,ACC-059,MSG-500-30,1,15,8395,8395
2022-11-02,GA/2022-23/00474,ACC-132,MSG-200-75,1,15,8550,8550
2022-11-02,GA/2022-23/00474,ACC-132,MSG-500-30,1,15,8395,8395
2022-11-03,GA/2022-23/00475,ACC-014,MSG-1L-15,1,15,8245,8245
2022-11-03,GA/2022-23/00476,ACC-019,MSG-1L-15,2,30,8245,16490
2022-11-03,GA/2022-23/00477,ACC-068,MSG-200-75,1,15,8550,8550
2022-11-04,GA/2022-23/00478,ACC-045,MSG-200-75,2,30,8550,17100
2022-11-04,GA/2022-23/00479,ACC-101,MSG-500-30,1,15,8395,8395
2022-11-05,GA/2022-23/00480,ACC-136,MSG-500-30,1,15,8395,8395
2022-11-07,GA/2022-23/00481,ACC-010,MSG-1L-15,2,30,8245,16490
2022-11-07,GA/2022-23/00482,ACC-040,MSG-1L-15,1,15,8245,8245
2022-11-07,GA/2022-23/00483,ACC-051,MSG-200-75,1,15,8550,8550
2022-11-07,GA/2022-23/00484,ACC-075,MSG-200-75,1,15,8550,8550
2022-11-07,GA/2022-23/00485,ACC-093,MSG-1L-15,1,15,8245,8245
2022-11-07,GA/2022-23/00486,ACC-105,MSG-200-75,1,15,8550,8550
2022-11-07,GA/2022-23/00487,ACC-123,MSG-500-30,1,15,8395,8395
2022-11-08,GA/2022-23/00488,ACC-061,MSG-200-75,1,15,8550,8550
2022-11-08,GA/2022-23/00489,ACC-141,MSG-1L-15,2,30,8245,16490
2022-11-09,GA/2022-23/00490,ACC-001,MSG-200-75,3,45,8550,25650
2022-11-09,GA/2022-23/00491,ACC-018,MSG-500-30,1,15,8395,8395
2022-11-09,GA/2022-23/00492,ACC-042,MSG-500-30,1,15,8395,8395
2022-11-09,GA/2022-23/00493,ACC-044,MSG-1L-15,1,15,8245,8245
2022-11-10,GA/2022-23/00494,ACC-066,MSG-500-30,1,15,8395,8395
2022-11-11,GA/2022-23/00495,ACC-020,MSG-1L-15,1,15,8245,8245
2022-11-11,GA/2022-23/00496,ACC-032,MSG-1L-15,1,15,8245,8245
2022-11-11,GA/2022-23/00496,ACC-032,MSG-500-30,1,15,8395,8395
2022-11-11,GA/2022-23/00497,ACC-135,MSG-200-75,1,15,8550,8550
2022-11-12,GA/2022-23/00498,ACC-103,MSG-500-30,1,15,8395,8395
2022-11-12,GA/2022-23/00499,ACC-109,MSG-200-75,1,15,8550,8550
2022-11-14,GA/2022-23/00500,ACC-007,MSG-1L-15,3,45,8245,24735
2022-11-14,GA/2022-23/00501,ACC-049,MSG-200-75,1,15,8550,8550
2022-11-14,GA/2022-23/00502,ACC-083,MSG-1L-15,1,15,8245,8245
2022-11-14,GA/2022-23/00503,ACC-118,MSG-1L-15,1,15,8245,8245
2022-11-14,GA/2022-23/00504,ACC-119,MSG-500-30,1,15,8395,8395
2022-11-15,GA/2022-23/00505,ACC-002,MSG-1L-15,3,45,8245,24735
2022-11-15,GA/2022-23/00506,ACC-130,MSG-200-75,1,15,8550,8550
2022-11-16,GA/2022-23/00507,ACC-009,MSG-1L-15,2,30,8245,16490
2022-11-16,GA/2022-23/00508,ACC-013,MSG-1L-15,2,30,8245,16490
2022-11-16,GA/2022-23/00509,ACC-016,MSG-1L-15,1,15,8245,8245
2022-11-16,GA/2022-23/00510,ACC-084,MSG-1L-15,1,15,8245,8245
2022-11-16,GA/2022-23/00511,ACC-100,MSG-1L-15,1,15,8245,8245
2022-11-17,GA/2022-23/00512,ACC-114,MSG-1L-15,1,15,8245,8245
2022-11-18,GA/2022-23/00513,ACC-006,MSG-1L-15,2,30,8245,16490
2022-11-18,GA/2022-23/00514,ACC-079,MSG-200-75,2,30,8550,17100
2022-11-19,GA/2022-23/00515,ACC-033,MSG-200-75,2,30,8550,17100
2022-11-19,GA/2022-23/00516,ACC-038,MSG-1L-15,1,15,8245,8245
2022-11-21,GA/2022-23/00517,ACC-003,MSG-500-30,3,45,8395,25185
2022-11-21,GA/2022-23/00518,ACC-005,MSG-1L-15,2,30,8245,16490
2022-11-21,GA/2022-23/00518,ACC-005,MSG-500-30,2,30,8395,16790
2022-11-21,GA/2022-23/00519,ACC-011,MSG-200-75,1,15,8550,8550
2022-11-21,GA/2022-23/00520,ACC-015,MSG-200-75,1,15,8550,8550
2022-11-21,GA/2022-23/00521,ACC-025,MSG-1L-15,1,15,8245,8245
2022-11-21,GA/2022-23/00522,ACC-108,MSG-200-75,1,15,8550,8550
2022-11-22,GA/2022-23/00523,ACC-063,MSG-1L-15,1,15,8245,8245
2022-11-22,GA/2022-23/00524,ACC-102,MSG-200-75,1,15,8550,8550
2022-11-23,GA/2022-23/00525,ACC-022,MSG-200-75,1,15,8550,8550
2022-11-23,GA/2022-23/00526,ACC-065,MSG-1L-15,1,15,8245,8245
2022-11-23,GA/2022-23/00526,ACC-065,MSG-500-30,1,15,8395,8395
2022-11-23,GA/2022-23/00527,ACC-085,MSG-1L-15,1,15,8245,8245
2022-11-23,GA/2022-23/00528,ACC-091,MSG-200-75,1,15,8550,8550
2022-11-24,GA/2022-23/00529,ACC-008,MSG-500-30,4,60,8395,33580
2022-11-25,GA/2022-23/00530,ACC-021,MSG-1L-15,1,15,8245,8245
2022-11-25,GA/2022-23/00531,ACC-027,MSG-500-30,1,15,8395,8395
2022-11-25,GA/2022-23/00532,ACC-029,MSG-1L-15,1,15,8245,8245
2022-11-25,GA/2022-23/00533,ACC-054,MSG-1L-15,1,15,8245,8245
2022-11-25,GA/2022-23/00534,ACC-107,MSG-500-30,1,15,8395,8395
2022-11-25,GA/2022-23/00535,ACC-127,MSG-1L-15,1,15,8245,8245
2022-11-26,GA/2022-23/00536,ACC-026,MSG-500-30,1,15,8395,8395
2022-11-28,GA/2022-23/00537,ACC-012,MSG-1L-15,1,15,8245,8245
2022-11-28,GA/2022-23/00537,ACC-012,MSG-500-30,1,15,8395,8395
2022-11-28,GA/2022-23/00538,ACC-023,MSG-500-30,1,15,8395,8395
2022-11-28,GA/2022-23/00539,ACC-031,MSG-1L-15,3,45,8245,24735
2022-11-28,GA/2022-23/00540,ACC-074,MSG-200-75,1,15,8550,8550
2022-11-28,GA/2022-23/00541,ACC-128,MSG-1L-15,1,15,8245,8245
2022-11-29,GA/2022-23/00542,ACC-087,MSG-500-30,1,15,8395,8395
2022-11-29,GA/2022-23/00543,ACC-112,MSG-1L-15,1,15,8245,8245
2022-11-30,GA/2022-23/00544,ACC-028,MSG-200-75,1,15,8550,8550
2022-11-30,GA/2022-23/00545,ACC-097,MSG-500-30,1,15,8395,8395
2022-12-01,GA/2022-23/00546,ACC-051,MSG-1L-15,1,15,8245,8245
2022-12-02,GA/2022-23/00547,ACC-028,MSG-1L-15,1,15,8245,8245
2022-12-02,GA/2022-23/00548,ACC-042,MSG-1L-15,1,15,8245,8245
2022-12-02,GA/2022-23/00549,ACC-068,MSG-1L-15,1,15,8245,8245
2022-12-02,GA/2022-23/00550,ACC-100,MSG-1L-15,1,15,8245,8245
2022-12-03,GA/2022-23/00551,ACC-027,MSG-1L-15,1,15,8245,8245
2022-12-03,GA/2022-23/00552,ACC-062,MSG-1L-15,2,30,8245,16490
2022-12-03,GA/2022-23/00553,ACC-114,MSG-200-75,1,15,8550,8550
2022-12-05,GA/2022-23/00554,ACC-019,MSG-1L-15,1,15,8245,8245
2022-12-05,GA/2022-23/00555,ACC-021,MSG-1L-15,1,15,8245,8245
2022-12-05,GA/2022-23/00556,ACC-056,MSG-1L-15,1,15,8245,8245
2022-12-05,GA/2022-23/00557,ACC-061,MSG-200-75,1,15,8550,8550
2022-12-06,GA/2022-23/00558,ACC-013,MSG-1L-15,1,15,8245,8245
2022-12-06,GA/2022-23/00558,ACC-013,MSG-500-30,1,15,8395,8395
2022-12-06,GA/2022-23/00559,ACC-015,MSG-1L-15,1,15,8245,8245
2022-12-06,GA/2022-23/00560,ACC-050,MSG-500-30,1,15,8395,8395
2022-12-06,GA/2022-23/00561,ACC-058,MSG-200-75,1,15,8550,8550
2022-12-06,GA/2022-23/00562,ACC-101,MSG-200-75,1,15,8550,8550
2022-12-07,GA/2022-23/00563,ACC-007,MSG-1L-15,3,45,8245,24735
2022-12-07,GA/2022-23/00564,ACC-020,MSG-1L-15,1,15,8245,8245
2022-12-08,GA/2022-23/00565,ACC-031,MSG-500-30,2,30,8395,16790
2022-12-08,GA/2022-23/00566,ACC-103,MSG-1L-15,1,15,8245,8245
2022-12-09,GA/2022-23/00567,ACC-047,MSG-1L-15,1,15,8245,8245
2022-12-09,GA/2022-23/00568,ACC-135,MSG-1L-15,1,15,8245,8245
2022-12-10,GA/2022-23/00569,ACC-001,MSG-1L-15,2,30,8245,16490
2022-12-10,GA/2022-23/00570,ACC-018,MSG-1L-15,1,15,8245,8245
2022-12-12,GA/2022-23/00571,ACC-003,MSG-500-30,3,45,8395,25185
2022-12-12,GA/2022-23/00572,ACC-004,MSG-1L-15,2,30,8245,16490
2022-12-12,GA/2022-23/00573,ACC-083,MSG-1L-15,1,15,8245,8245
2022-12-12,GA/2022-23/00574,ACC-091,MSG-1L-15,1,15,8245,8245
2022-12-12,GA/2022-23/00574,ACC-091,MSG-200-75,1,15,8550,8550
2022-12-12,GA/2022-23/00575,ACC-142,MSG-200-75,1,15,8550,8550
2022-12-13,GA/2022-23/00576,ACC-079,MSG-500-30,1,15,8395,8395
2022-12-14,GA/2022-23/00577,ACC-049,MSG-1L-15,1,15,8245,8245
2022-12-14,GA/2022-23/00577,ACC-049,MSG-500-30,1,15,8395,8395
2022-12-14,GA/2022-23/00578,ACC-102,MSG-1L-15,1,15,8245,8245
2022-12-14,GA/2022-23/00579,ACC-108,MSG-1L-15,1,15,8245,8245
2022-12-14,GA/2022-23/00579,ACC-108,MSG-500-30,1,15,8395,8395
2022-12-14,GA/2022-23/00580,ACC-118,MSG-1L-15,1,15,8245,8245
2022-12-16,GA/2022-23/00581,ACC-121,MSG-500-30,1,15,8395,8395
2022-12-16,GA/2022-23/00582,ACC-125,MSG-1L-15,1,15,8245,8245
2022-12-17,GA/2022-23/00583,ACC-115,MSG-500-30,2,30,8395,16790
2022-12-19,GA/2022-23/00584,ACC-022,MSG-1L-15,1,15,8245,8245
2022-12-19,GA/2022-23/00585,ACC-029,MSG-500-30,1,15,8395,8395
2022-12-19,GA/2022-23/00586,ACC-032,MSG-1L-15,1,15,8245,8245
2022-12-19,GA/2022-23/00586,ACC-032,MSG-500-30,1,15,8395,8395
2022-12-19,GA/2022-23/00587,ACC-048,MSG-1L-15,1,15,8245,8245
2022-12-19,GA/2022-23/00588,ACC-059,MSG-1L-15,1,15,8245,8245
2022-12-19,GA/2022-23/00589,ACC-063,MSG-200-75,1,15,8550,8550
2022-12-19,GA/2022-23/00589,ACC-063,MSG-500-30,1,15,8395,8395
2022-12-19,GA/2022-23/00590,ACC-081,MSG-1L-15,1,15,8245,8245
2022-12-19,GA/2022-23/00591,ACC-110,MSG-1L-15,1,15,8245,8245
2022-12-19,GA/2022-23/00592,ACC-127,MSG-1L-15,1,15,8245,8245
2022-12-20,GA/2022-23/00593,ACC-001,MSG-500-30,2,30,8395,16790
2022-12-20,GA/2022-23/00594,ACC-004,MSG-200-75,4,60,8550,34200
